time,name,text,role,target,hate_speech,verbal_abuse,humor
36,09:19:06 AM,Adrien94," Soan par pitier deja que personne t’aime, arrete de parler",bully,victim_support,no,denigration,no
37,09:19:09 AM,SilviaVictime, Tu est rasiste en plus d'etre con ? En quoi ça te concerne en plus ??.,victim,bully,no,denigration,no
38,09:19:39 AM,Adrien94, silvia tu merite,bully,victim,no,blaming,no
39,09:19:42 AM,Soan, Bande de racistes,victim_support,none,no,none,no
40,09:19:55 AM,Diana, Je defend mon pote tout simplement,bully_support,none,no,none,no
41,09:19:58 AM,hebert," mais laisser silvia et lucas faire ce qu’ils veulent, ça vous regarde pas",conciliator,none,no,none,no
42,09:20:02 AM,SilviaVictime," Adrien94  Tu n'as rie nd'autre a faire que de venir foutre la merde ici, tu as pas d'amis pour t'occuper ?",victim,bully,no,denigration,no
43,09:20:04 AM,Adrien94, bien dit Diana ! tg,bully,victim,no,aggression-other,no
44,09:20:10 AM,Theo68, pourquoi tu te mets à la place de la victime alors que c'est toi la tapin,bully_support,victim,no,aggression-other,no
45,09:20:13 AM,Adrien94, parle pas,bully,victim,no,aggression-other,no
46,09:20:32 AM,Soan, Vous bouffez votre seum parce que votre pote à pécho Silvia parce qu'elle est bien plus belle que Sophie,victim_support,none,no,none,no
47,09:20:43 AM,Adrien94, toi t’ez un thon trop vilaine et elle parle,bully,victim,no,denigration,no
48,09:21:01 AM,Diana," mais gros elle est dans sa classe allo elle a pas de respect pour elle, va sur les trottoirs c'est pareil",bully_support,victim,no,aggression-other,no
49,09:21:16 AM,SilviaVictime, Diana si tu as un minimum de cerveau tu ne suis pas les connerie d'adrien,victim,bully_support,no,denigration,no
50,09:21:22 AM,Soan, T'es super vilain Adrien,victim_support,bully,no,denigration,no
51,09:21:24 AM,camille, mdr quel seum t'es juste un bouche trou crois pas des bonne,bully_support,victim,no,denigration,no
52,09:21:24 AM,Adrien94, silvia t’as chatte toute degeulasse,bully,victim,no,aggression-other,no
53,09:21:25 AM,Theo68, tg Soan t'es au meme niveau que ta pote crasseuse,bully_support,victim_support,no,aggression-other,no
54,09:21:36 AM,Soan, Les conneries d'Adrien sont aussi grosses que lui,victim_support,bully,no,denigration,no
55,09:21:48 AM,Adrien94, Soan t’es panini,bully,none,no,none,no
56,09:22:00 AM,Soan, le rapport ???????????? T'es très peu futé,victim_support,bully_support,no,denigration,no
57,09:22:12 AM,Diana, silvia me parle pas sachant que tu fais la sainte nitouche alors que t'a bz 1000 mecs,bully_support,victim,no,aggression-other,no
58,09:22:15 AM,Adrien94, silvia parle si t as des couille grognasse,bully,victim,no,aggression-other,no
59,09:22:52 AM,hebert, mais adrien trkl ça te regarde pas,conciliator,none,no,none,no
60,09:23:03 AM,Adrien94, arrete d essayer de calmer,bully,none,no,none,no
61,09:23:03 AM,camille, ta bouche c'est un garage arrête de parler,bully_support,victim,no,aggression-other,no
62,09:23:10 AM,Adrien94, ou je vais t’attraper aussi,bully,none,no,none,no
63,09:23:15 AM,Diana, hebert tu sers a rien,bully_support,conciliator,no,aggression-other,no
64,09:23:16 AM,Soan, très peu stylé votre répartie... vous embrouillez pour rien,victim_support,none,no,none,no
65,09:23:26 AM,hebert, mskn,conciliator,none,no,none,no
66,09:23:29 AM,SilviaVictime," Og on c'est juste embrasser 1 fois, c'est quoi ce délire !",victim,none,no,none,no
67,09:23:30 AM,Theo68, tg petasse,bully_support,victim,no,aggression-other,no
68,09:23:58 AM,Adrien94, ta bouche c un garage a teub,bully,victim,no,aggression-other,no
69,09:24:05 AM,Theo68, on va devoir te coudre la bouche,bully_support,victim,no,aggression-other,no
70,09:24:36 AM,SilviaVictime," BOn, ta pas des arguments plutot que des insuste en boucle  Adrien ?",victim,none,no,none,no
71,09:24:42 AM,Diana, et alors frr elle etait en cvouple et toi t'embrasse le mec de ta collegue,bully_support,none,no,none,no
72,09:24:55 AM,Soan, Lucas a fauté,victim_support,none,no,none,no
73,09:25:01 AM,Theo68, parle francais le s,bully_support,victim,no,denigration,no
74,09:25:03 AM,hebert, mais alors ça te regarde pas Diana t’es qui pour intervenir dans la vie des gens,conciliator,none,no,none,no
75,09:25:11 AM,camille, et alors tu sais pas dire,bully_support,none,no,none,no
76,09:25:11 AM,Adrien94, je comprend meme pas pq il t’as embrasse sophi est pas grosse au moins,bully,victim,no,denigration,no
77,09:25:12 AM,Soan, C'est pas la faute de Silvia Soyez logique,victim_support,none,no,none,no
78,09:25:20 AM,SilviaVictime, C'est pas moi qui suis en couple et Lucas fait ce qu'il veut,victim,none,no,none,no
79,09:25:30 AM,Soan, Silvia a raison,victim_support,none,no,none,no
80,09:25:36 AM,Diana, et alors t'as pas de respect ou quoi,bully_support,none,no,none,no
81,09:25:37 AM,SilviaVictime, merci Soan,victim,none,no,none,no
82,09:25:37 AM,Adrien94, t’as aucune dignité et Soan pareil,bully,none,no,none,no
83,09:25:38 AM,hebert, de fou adrien arrête de faire la star je vais te chopper dans un coin,conciliator,bully,no,aggression-other,no
84,09:25:39 AM,Soan, soyez intelligent Adrien tg,victim_support,bully,no,aggression-other,no
85,09:25:48 AM,Theo68, t'es une pute et tu resteras toujours une pute,bully_support,victim,no,aggression-other,no
86,09:26:05 AM,Soan, tu prends ton seum theo car tu voulais pécho Silvia ? que ça mange son seum..,victim_support,bully_support,no,aggression-other,no
87,09:26:38 AM,Diana, je suis sur silvia tes trans,bully_support,victim,yes,denigration,no
88,09:26:40 AM,Theo68, je l'ai bz comme ta mère,bully_support,bully_support,no,aggression-other,no
89,09:26:47 AM,SilviaVictime," Adrien et ton fan club la, donne t'es arguement ?? qu'es que tu invente, t'as vue quoi d'apres toi ?",victim,none,no,none,no
90,09:26:55 AM,hebert, oh Diana tu parles trop tu fais de la peine p’tite pute,conciliator,victim,no,aggression-other,no
91,09:27:05 AM,Adrien94, j’ai vu c tout,bully,none,no,none,no
92,09:27:10 AM,Soan, Bien dit hebert,victim_support,none,no,none,no
93,09:27:11 AM,SilviaVictime, C'est toi uqi vien me parler,victim,none,no,none,no
94,09:27:15 AM,hebert, merci Soan,conciliator,none,no,none,no
95,09:27:19 AM,Diana, hebert je vais te niquer on se fait un tete ?,bully_support,conciliator,no,aggression-other,no
96,09:27:33 AM,Soan, Que de la bouche,victim_support,none,no,none,no
97,09:27:36 AM,hebert, je vais te retourner le trou de balle c’est tout ce qu’on vas faire,conciliator,bully_support,no,aggression-other,no
98,09:27:46 AM,Diana, aller go coquin,bully_support,none,no,none,no
99,09:27:52 AM,hebert, comment ça ?,conciliator,none,no,none,no
100,09:27:58 AM,Soan, 😏,victim_support,none,no,none,no
101,09:28:03 AM,hebert, 530 avenue des vignes je t’attend,conciliator,none,no,none,no
102,09:28:04 AM,Theo68, partouze,bully_support,none,no,none,no
103,09:28:12 AM,Soan, 😏😏😏😏😏,victim_support,none,no,none,no
104,09:28:18 AM,hebert, bref adrien calme toi,conciliator,none,no,none,no
105,09:28:34 AM,Adrien94, mais ferme ta gueule ?,bully,conciliator,no,aggression-other,no
106,09:28:37 AM,hebert, et laisse silvia et lucas faire leur vie mais bz ta mère,conciliator,bully,no,aggression-other,no
107,09:28:45 AM,Soan, Adrien tu te prends pour qui tu parles trop mal frr,victim_support,none,no,none,no
108,09:29:00 AM,Diana," silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas",bully_support,victim,no,aggression-other,no
109,09:29:03 AM,SilviaVictime, Quelle est le rapport avec le fait que je suis d'orgine Serbe ?,victim,none,no,none,no
110,09:29:13 AM,Soan, Ils sont racistes fort ici,victim_support,none,no,none,no
111,09:29:19 AM,Adrien94, ces putain de serbes de merdes,bully,victim,yes,aggression-other,no
112,09:29:21 AM,hebert, c’est un pure discrimination c’est chaud vraiment,conciliator,none,no,none,no
113,09:29:24 AM,Adrien94, tous les memes,bully,none,no,none,no
114,09:29:54 AM,hebert, oh luca arrête vraiment *adrien,conciliator,none,no,none,no
115,09:30:02 AM,Adrien94, c qui ca,bully,none,no,none,no
116,09:30:18 AM,SilviaVictime, Comme ça tous les meme ??,victim,none,no,none,no
117,09:30:21 AM,Adrien94, faute de frappe,bully,none,no,none,no
118,09:30:26 AM,SilviaVictime, Va si ecplique toi !,victim,none,no,none,no
119,09:30:31 AM,Soan, choqué du niveau de racisme,victim_support,none,no,none,no
120,09:30:32 AM,Adrien94, tu sais de quoi je parle salope,bully,victim,no,name_calling,no
121,09:30:35 AM,SilviaVictime, Explique toi !,victim,none,no,none,no
122,09:30:41 AM,Adrien94, articule stp,bully,none,no,none,no
123,09:30:48 AM,Diana, parle francais le reuf stp,bully_support,victim_support,no,denigration,no
124,09:30:51 AM,hebert, adrien parle mieux vraiment j’vais t’enculer respect la fdp,conciliator,bully,no,aggression-other,no
125,09:31:19 AM,SilviaVictime, +1 herbert,victim,none,no,none,no
126,09:31:44 AM,Adrien94, « +1 herbert » que tu suce,bully,conciliator,no,aggression-other,no
127,09:31:53 AM,hebert, c’est bon adrien c’est normal que t’es la haine par rapport à ton pote mais pas besoins d’allez aussi loin,conciliator,none,no,none,no
128,09:32:09 AM,Adrien94, hebert ?,bully,none,no,none,no
129,09:32:23 AM,hebert, adrien quoi ?,conciliator,none,no,none,no
130,09:32:25 AM,Adrien94, tg,bully,conciliator,no,aggression-other,no
131,09:32:28 AM,SilviaVictime, ￼c'est triste,victim,none,no,none,no
132,09:32:33 AM,Soan, Vraiment,victim_support,none,no,none,no
133,09:32:34 AM,hebert, je vais te retrouver,conciliator,bully,no,threat,no
134,09:32:34 AM,Adrien94, silvia ?,bully,none,no,none,no
135,09:32:37 AM,SilviaVictime, si peut d'argument,victim,none,no,none,no
136,09:32:38 AM,Soan, Ils prennent leurs seum C'est trop Silvia t'es trop belle pour eux,victim_support,none,no,none,no
137,09:32:54 AM,Adrien94, tg jvais te cracher dessus,bully,victim_support,no,aggression-other,no
138,09:33:08 AM,Diana, crache dans sa chatte,bully_support,victim,no,aggression-other,no
139,09:33:19 AM,Soan, Soyez digne sérieuix sérieux,victim_support,none,no,none,no
140,09:33:31 AM,Theo68, Diana elle a faim blup blup blup,bully_support,none,no,none,no
141,09:34:03 AM,camille, parle pas de dignité quand ta collègue pecho le mec de sa pote,bully_support,none,no,none,no
142,09:34:09 AM,Soan, C'est lui le fautif pas elle,victim_support,none,no,none,no
143,09:34:11 AM,Theo68, dis leur cam,bully_support,none,no,none,no
144,09:34:18 AM,Diana, elle aurait pu l'arreter,bully_support,none,no,none,no
145,09:34:19 AM,Soan," Elle est célibataire, il est en couple Soyez intelligents.",victim_support,none,no,none,no
146,09:34:34 AM,Adrien94, toi aussi t es une traine ton avis compte pas,bully,victim_support,no,aggression-other,no
147,09:34:45 AM,camille, elle a aucun respect cette crasseuse,bully_support,victim,no,name_calling,no
148,09:34:50 AM,Soan, Il a profité que sa meuf ai la grippe pour aller à droite et à gauche votre pote est indéfendable,victim_support,none,no,none,no
149,09:35:01 AM,Diana, elle a bien du avaler celle la,bully_support,victim,no,aggression-other,no
150,09:35:02 AM,hebert, et toi en faisant ça t’a aucun respect non plus camille,conciliator,none,no,none,no
151,09:35:13 AM,SilviaVictime, Oui merci Soan !! Adrien en plus tu t'enfonce avec t'es sous entendu raciste !,victim,none,no,none,no
152,09:35:18 AM,Soan, Grave,victim_support,none,no,none,no
153,09:35:20 AM,hebert, oh Diana t’a trop faim dégage de la,conciliator,bully_support,no,aggression-other,no
154,09:35:24 AM,Soan, Bande de racistes,victim_support,none,no,none,no
155,09:35:33 AM,SilviaVictime, Tous le monde as de la famille étrangères,victim,none,no,none,no
156,09:35:34 AM,Diana, hebert je vais te faire,bully_support,conciliator,no,aggression-other,no
157,09:35:34 AM,camille, elle l'autre serbe elle a ouvert les jalbrs jambes,bully_support,victim,yes,aggression-other,no
158,09:35:37 AM,Soan, Vous savez que les propos racistes c'est conda,victim_support,none,no,none,no
159,09:35:39 AM,Adrien94, jsuis pas rasciste jdis la verite,bully,none,no,none,no
160,09:35:40 AM,SilviaVictime, et ca ne définie pas ton comportement,victim,none,no,none,no
161,09:35:42 AM,Soan, condamnable?,victim_support,none,no,none,no
162,09:35:44 AM,hebert, Diana tu vas rien faire,conciliator,none,no,none,no
163,09:36:03 AM,Diana, retourne au Kosovo et vient pas faire chier,bully_support,victim,yes,aggression-other,no
164,09:36:14 AM,hebert, mais wshhhhhhhh,conciliator,none,no,none,no
165,09:36:45 AM,SilviaVictime, Les Serbe ne sons pas des voleurs c'est des cliché de Fachiste comme toi ça,victim,none,no,none,no
166,09:36:55 AM,hebert," juste adrien c’est bon t’a dis des trucs de fou, t’a défoulé ta haine laisse silvia et partez faire vos vies chacun de votre côté",conciliator,none,no,none,no
167,09:36:55 AM,camille, t'as sucé pour passer la frontière ?,bully_support,victim,yes,aggression-other,no
168,09:37:02 AM,Soan, Que ça vote le z ici.. ça craint,victim_support,none,no,none,no
169,09:37:16 AM,Diana, meme ton pseudo c afait pitie,bully_support,victim,no,denigration,no
170,09:37:19 AM,Adrien94, bah la le serbe a voler le mec de quelqu’un en l’cccurence,bully,victim,yes,denigration,no
171,09:37:26 AM,Soan, apprends à écrire Diana,victim_support,bully_support,no,denigration,no
172,09:37:36 AM,Adrien94, o,bully,none,no,none,no
173,09:37:37 AM,Soan, la bite dans la bouche depuis tout à l'heure,victim_support,bully_support,no,aggression-other,no
174,09:37:39 AM,Diana, les etranger dans l'avion,bully_support,victim,yes,aggression-other,no
175,09:37:42 AM,SilviaVictime," MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",victim,none,no,none,no
176,09:37:58 AM,Diana, va crever,bully_support,victim,no,aggression-other,no
177,09:38:03 AM,camille, va te pendre,bully_support,victim,no,aggression-other,no
178,09:38:10 AM,Adrien94, mais ton pere le ptn de serbe,bully,victim,yes,aggression-other,no
179,09:38:13 AM,Soan, PARDON vous allez beaucoup trop loin,victim_support,none,no,none,no
180,09:38:21 AM,camille, fait pas la choquer,bully_support,none,no,none,no
181,09:38:23 AM,hebert, mais arrêter vraiment vous avez aucune peine c’est chaud,conciliator,none,no,none,no
182,09:38:29 AM,Diana, hebert tg toi,bully_support,conciliator,no,aggression-other,no
183,09:38:42 AM,SilviaVictime, Tu ne fait que répéter ce que tu entend comme un mouton,victim,none,no,none,no
184,09:38:43 AM,hebert, Diana on vas se retrouver,conciliator,none,no,none,no
185,09:38:51 AM,SilviaVictime, Je suis sure que tu ne connait meme pas de Serbe en plus,victim,none,no,none,no
186,09:38:52 AM,Soan, Sale mouton Diana,victim_support,bully_support,no,name_calling,no
187,09:38:55 AM,Adrien94, silvia personne te comprend,bully,none,no,none,no
188,09:39:01 AM,Soan, avec tes cheveux mal coiffé là,victim_support,bully_support,no,denigration,no
189,09:39:03 AM,Diana, bah si toi Soan je vais t’enculer sale mms,bully_support,victim_support,no,aggression-other,no
190,09:39:19 AM,SilviaVictime, Oui as part moi connard MDR,victim,bully,no,name_calling,no
191,09:39:35 AM,hebert," parle mieux de Soan, Diana sinon on vas t’envoyer une équipe",conciliator,bully_support,no,threat,no
192,09:39:37 AM,Diana, comment ca t'insulte toi,bully_support,none,no,none,no
193,09:39:37 AM,Soan, voila Silvia DIS LEURS,victim_support,none,no,none,no
194,09:39:52 AM,Diana, hebert tqt tu vas rien faire,bully_support,none,no,none,no
195,09:39:59 AM,Adrien94, hebert doucement,bully,none,no,none,no
196,09:40:02 AM,hebert, Diana je sais ou t’habite,conciliator,none,no,none,no
197,09:40:03 AM,Diana, silvia on va debarquer chez toi tu vas voir,bully_support,victim,no,threat,no
198,09:40:18 AM,hebert, adrien je vais doucement dans le cul de ta daronne,conciliator,bully,no,aggression-other,no
199,09:40:27 AM,Soan, WTF Désolée Silvia,victim_support,none,no,none,no
200,09:40:37 AM,Adrien94, desole crunjeu,bully,none,no,none,no
201,09:40:40 AM,Soan, On t'aime fort,victim_support,none,no,none,no
202,09:40:43 AM,Diana, bon cest finit on doit partir je m'excuse mdrr je me sentais trop malo de marquer ca,bully_support,none,no,none,yes
203,09:40:44 AM,Soan, <3333 ;C,victim_support,none,no,none,no
204,09:40:44 AM,camille, on doit partir vraiment désolé Silvia,bully_support,none,no,none,no
205,09:40:47 AM,Soan, LOVE,victim_support,none,no,none,no
206,09:40:49 AM,hebert, sage adrien,conciliator,none,no,none,no
207,09:40:53 AM,Diana, on t'aime silvia,bully_support,none,no,none,no
208,09:40:56 AM,camille, love on est pas méchante,bully_support,none,no,none,no
0,[2019-06-13 15:48:59], <Silvia_Victime>, coucou les amis,victim,none,no,none,no
1,[2019-06-13 15:55:58], <Sophie_Harceleur>, cc,bully,none,no,none,no
2,[2019-06-13 15:56:37], <Silvia_Victime>, ça va Sohpie?,victim,none,no,none,no
3,[2019-06-13 15:57:13], <Silvia_Victime>, :),victim,none,no,none,no
4,[2019-06-13 15:57:37], <Sophie_Harceleur>, mais t'es sérieuse ou quoi??,bully,none,no,none,no
5,[2019-06-13 15:57:43], <Silvia_Victime>, de?,victim,none,no,none,no
6,[2019-06-13 15:57:51], <Adrien_soutienh>, ouai srx,bully_support,none,no,none,no
7,[2019-06-13 15:58:06], <Silvia_Victime>, mais oui sérieux les gars,victim,none,no,none,no
8,[2019-06-13 15:58:12], <Silvia_Victime>, :),victim,none,no,none,no
9,[2019-06-13 15:58:29], <Sophie_Harceleur>, mais ptn tu le fais exprès en + ,bully,none,no,none,no
10,[2019-06-13 15:58:41], <Silvia_Victime>, mais de quoi Sophie?,victim,none,no,none,no
11,[2019-06-13 15:58:58], <Silvia_Victime>, ???,victim,none,no,none,no
12,[2019-06-13 15:59:00], <Sophie_Harceleur>, MAIS bordel!,bully,none,no,none,no
13,[2019-06-13 15:59:13], <Silvia_Victime>, qu'est ce qu'il t'arrive Sophie?,victim,none,no,none,no
14,[2019-06-13 15:59:15], <Silvia_Victime>, :),victim,none,no,none,no
15,[2019-06-13 15:59:27], <Silvia_Victime>, tu es guérie?,victim,none,no,none,no
16,[2019-06-13 15:59:34], <Sophie_Harceleur>, t'as embrassé Lucas?,bully,none,no,none,no
17,[2019-06-13 15:59:36], <Silvia_Victime>, c'est dommage que tu sois pas venue,victim,none,no,none,no
18,[2019-06-13 15:59:37], <Adrien_soutienh>, ça ce fait pas Silvia,bully_support,none,no,none,no
19,[2019-06-13 15:59:46], <Silvia_Victime>, on s'est super bien amusé :),victim,none,no,none,no
20,[2019-06-13 16:00:07], <Herbert_Concilia>, pdt le voyage ?,conciliator,none,no,none,no
21,[2019-06-13 16:00:12], <Silvia_Victime>, oui ,victim,none,no,none,no
22,[2019-06-13 16:00:18], <Silvia_Victime>, Dommage que Sophie sois pas venue,victim,none,no,none,no
23,[2019-06-13 16:00:26], <michel_soutienv>,  yo il se passe quoi la,victim_support,none,no,none,no
24,[2019-06-13 16:00:26], <Sophie_Harceleur>, mais cte folle elle a embrassé lucas pdt le voyazge,bully,victim,yes,name_calling,no
25,[2019-06-13 16:00:41], <Silvia_Victime>, qui t'a dit ça?,victim,none,no,none,no
26,[2019-06-13 16:00:46], <Silvia_Victime>, c'est mm pas vrai,victim,none,no,none,no
27,[2019-06-13 16:00:51], <Adrien_soutienh>, a ton avis ,bully_support,none,no,none,no
28,[2019-06-13 16:01:02], <Silvia_Victime>, un menteur?,victim,none,no,none,no
29,[2019-06-13 16:01:04], <Adrien_soutienh>, je t ai vu en faite ,bully_support,none,no,none,no
30,[2019-06-13 16:01:16], <Herbert_Concilia>, c'est pas possible...,conciliator,none,no,none,no
31,[2019-06-13 16:01:17], <Sophie_Harceleur>, en ft t'es une grosse pute c'est ça que je dois comprendre,bully,victim,yes,name_calling,no
32,[2019-06-13 16:01:18], <Silvia_Victime>, faire quoi?,victim,none,no,none,no
33,[2019-06-13 16:01:39], <Silvia_Victime>, à vazi dou tu m'insultes?,victim,none,no,none,no
34,[2019-06-13 16:01:41], <Lisa_soutienH>, en faite tes vraiment une sap*lope silvia,bully_support,victim,yes,name_calling,no
35,[2019-06-13 16:01:43], <Adrien_soutienh>, embrasser lucas,bully_support,none,no,none,no
36,[2019-06-13 16:01:52], <Lisa_soutienH>, ta trompé ton mec ,bully_support,none,no,none,no
37,[2019-06-13 16:01:57], <Silvia_Victime>, Mais d'où je l'ai embrassé?,victim,none,no,none,no
38,[2019-06-13 16:01:58], <Lisa_soutienH>, ca se fait grave pas,bully_support,none,no,none,no
39,[2019-06-13 16:02:01], <Silvia_Victime>, Mais ta race toi putain,victim,bully,yes,name_calling,no
40,[2019-06-13 16:02:09], <Adrien_soutienh>, TU TE CALME,bully_support,none,no,none,no
41,[2019-06-13 16:02:14], <Lisa_soutienH>, bah tes une salope en faite,bully_support,victim,yes,name_calling,no
42,[2019-06-13 16:02:16], <Sophie_Harceleur>, MAIS BORDEL SILVIA *,bully,none,no,none,no
43,[2019-06-13 16:02:18], <michel_soutienv>, sophie calmez vous,victim_support,none,no,none,no
44,[2019-06-13 16:02:18], <Silvia_Victime>, c'est toi qui insultes abruti va,victim,bully,yes,name_calling,no
45,[2019-06-13 16:02:24], <Lisa_soutienH>, ecpece d'usine a bite,bully_support,victim,yes,name_calling,no
46,[2019-06-13 16:02:30], <Lisa_soutienH>, tes une autoroute ,bully_support,victim,yes,denigration,no
47,[2019-06-13 16:02:35], <Herbert_Concilia>, Calmez vous ! Il doit y avoir une erreur...,conciliator,none,no,none,no
48,[2019-06-13 16:02:38], <Lisa_soutienH>, c chiant de payer ,bully_support,none,no,none,no
49,[2019-06-13 16:02:39], <michel_soutienv>, calmez vous tous,victim_support,none,no,none,no
50,[2019-06-13 16:02:39], <Silvia_Victime>, mais grosse salope d'où tu me parles?,victim,victim,yes,name_calling,no
51,[2019-06-13 16:02:50], <Adrien_soutienh>, T EXCITE PAS,bully_support,none,no,none,no
52,[2019-06-13 16:02:52], <michel_soutienv>, deux secondes silvia elle ferait pas ca,victim_support,none,no,none,no
53,[2019-06-13 16:02:57], <Herbert_Concilia>, Adrien t'as dû mal voir....,conciliator,none,no,none,no
54,[2019-06-13 16:03:01], <Silvia_Victime>, Tu pues la merde ,victim,bully,yes,denigration,no
55,[2019-06-13 16:03:06], <michel_soutienv>, et sijnon licas il veurt peut etre casser avec toiu,victim_support,none,no,none,no
56,[2019-06-13 16:03:15], <Sophie_Harceleur>, mais bordel tg herbert tu vois pas je lui parle,bully,conciliator,yes,name_calling,no
57,[2019-06-13 16:03:16], <Silvia_Victime>, Le mec i mytho de ouf pcq il veut foutre sonb cornichon dans la Sophie,victim,none,no,none,no
58,[2019-06-13 16:03:18], <Lisa_soutienH>, ah ouais bah faites gaffe a lisa pk c'est un tunnel,bully_support,none,yes,denigration,no
59,[2019-06-13 16:03:21], <michel_soutienv>, genre il va te le dire,victim_support,none,no,none,no
60,[2019-06-13 16:03:29], <Silvia_Victime>, Mais arrête de mytho stp,victim,none,no,none,no
61,[2019-06-13 16:03:33], <Lisa_soutienH>, pour de vrai c'est une salope ,bully_support,victim,yes,name_calling,no
62,[2019-06-13 16:03:34], <Silvia_Victime>, tu mfais dla peine,victim,none,no,none,no
63,[2019-06-13 16:03:39], <Silvia_Victime>, tg toi,victim,bully_support,yes,name_calling,no
64,[2019-06-13 16:03:40], <Sophie_Harceleur>, tu veux que je t'explose ta gueule ou quoi?,bully,none,no,threat,no
65,[2019-06-13 16:03:47], <Silvia_Victime>, Mais ferme ta gueule,victim,bully,yes,name_calling,no
66,[2019-06-13 16:03:48], <Lisa_soutienH>, vasi essaie ,bully_support,none,no,none,no
67,[2019-06-13 16:03:48], <Herbert_Concilia>, Eh on se calme,conciliator,none,no,none,no
68,[2019-06-13 16:03:53], <michel_soutienv>, putain mais calmez vous,victim_support,none,no,none,no
69,[2019-06-13 16:03:56], <Lisa_soutienH>, jen profiterai pour te baiser,bully_support,none,no,none,no
70,[2019-06-13 16:03:58], <michel_soutienv>, ca va pas ou quoi,victim_support,none,no,none,no
71,[2019-06-13 16:04:03], <Sophie_Harceleur>, t'es plate comme une planche de surf et tu fais la foplle avec mloi,bully,victim,yes,denigration,no
72,[2019-06-13 16:04:03], <Lisa_soutienH>, mais jai peur le l'erpece,bully_support,none,no,none,no
73,[2019-06-13 16:04:05], <Silvia_Victime>, Ah en plkus t'es lesbienne?,victim,none,no,none,no
74,[2019-06-13 16:04:16], <Lisa_soutienH>, oui t homophobe ?,bully_support,none,no,none,no
75,[2019-06-13 16:04:29], <Adrien_soutienh>, Tu veux quoi SALOPE  en faite t es passer sur tout paname donc parle pas,bully_support,victim,yes,denigration,no
76,[2019-06-13 16:04:32], <Silvia_Victime>, j'ai juste un pblm avec les putes de ton espèce et les mythos,victim,bully,yes,name_calling,no
77,[2019-06-13 16:04:32], <Lisa_soutienH>, t une salope et t homophobe ???,bully_support,victim,yes,name_calling,no
78,[2019-06-13 16:04:35], <michel_soutienv>, sophie tetais pas la pendant genre une semaine tu reviens pour foutre la merde,victim_support,none,no,none,no
79,[2019-06-13 16:04:40], <Sophie_Harceleur>, la vie de ma mère parle pas comme ça à Lisa ,bully,none,no,none,no
80,[2019-06-13 16:04:45], <Silvia_Victime>, On vit sur la côte d'Azur espèce de teubé,victim,bully,yes,name_calling,no
81,[2019-06-13 16:04:53], <Silvia_Victime>, tu t cru à st denis ou quoi?,victim,none,no,none,no
82,[2019-06-13 16:05:07], <Adrien_soutienh>, non toi  sur les trottoir,bully_support,none,no,none,no
83,[2019-06-13 16:05:09], <Lisa_soutienH>, silvia franchement ca se fait pas ce que ta fait,bully_support,none,no,blaming,no
84,[2019-06-13 16:05:11], <Silvia_Victime>, La vie de ma mère ferme bien ta gueule au lieu d'écarter les cuisses,victim,bully,yes,denigration,no
85,[2019-06-13 16:05:14], <michel_soutienv>,  mais calmez vous ,victim_support,none,no,none,no
86,[2019-06-13 16:05:28], <michel_soutienv>, merde parle a lucas avant de hurler sur silvia$,victim_support,none,no,none,no
87,[2019-06-13 16:05:33], <Sophie_Harceleur>, mais silvia t'es vraiment une grosse sous race en ft,bully,victim,yes,name_calling,no
88,[2019-06-13 16:05:36], <Herbert_Concilia>, On sait tous que Lucas aime que Sophie....,conciliator,none,no,none,no
89,[2019-06-13 16:05:44], <Lisa_soutienH>,  bah ecartons les cuisses enseble ! ta l'air d'aimer ca,bully_support,none,no,none,no
90,[2019-06-13 16:05:45], <Silvia_Victime>, J'ai rien fait,victim,none,no,none,no
91,[2019-06-13 16:05:47], <michel_soutienv>, herbert ta gueule stp,victim_support,conciliator,yes,name_calling,no
92,[2019-06-13 16:05:51], <michel_soutienv>, deux secondes,victim_support,none,no,none,no
93,[2019-06-13 16:05:51], <Sophie_Harceleur>, mais michel ptn ya rien à savoir de plus,bully,none,no,none,no
94,[2019-06-13 16:05:53], <Silvia_Victime>, il mytho de ouf pcq il veut se taper sSophie,victim,none,no,none,no
95,[2019-06-13 16:06:11], <Silvia_Victime>, pas vrai Adrien,victim,none,no,none,no
96,[2019-06-13 16:06:13], <Adrien_soutienh>, et toi lucas,bully_support,none,no,none,no
97,[2019-06-13 16:06:26], <Silvia_Victime>, mais Lucas il pue la merde sérieux,victim,none,yes,name_calling,no
98,[2019-06-13 16:06:32], <Silvia_Victime>, c'est quoi cet acharnement,victim,none,no,none,no
99,[2019-06-13 16:06:36], <Herbert_Concilia>, Mais c'est vrai ! Y a pas de raison qu'il la trompe,conciliator,none,no,none,no
100,[2019-06-13 16:06:38], <Silvia_Victime>, keske je tai fait,victim,none,no,none,no
101,[2019-06-13 16:06:44], <Adrien_soutienh>, c est la vérite ,bully_support,none,no,none,no
102,[2019-06-13 16:06:58], <Silvia_Victime>, mais arrête ton mytho deux secondes,victim,none,no,none,no
103,[2019-06-13 16:07:03], <Lisa_soutienH>, en faite cherchez pas silvia elle veux SE FAIRE BAISER PAR TT LE MONDE,bully_support,victim,yes,denigration,no
